hexsha,patch,summary,author
4a7a4e42db8f,https://github.com/redis/redis/commit/4a7a4e42db8f,Fix memory leak in streamGetEdgeID (#10753),Yuuoniy
b8eb2a73408f,https://github.com/redis/redis/commit/b8eb2a73408f,Fix failing moduleconfigs tests and memory leak (#10501),sundb
dff153ff2474,https://github.com/redis/redis/commit/dff153ff2474,Fix memory leak in RM_StreamIteratorStop and moduleFreeKeyIterator (#10353),Vitah Lin
beb94c901e81,https://github.com/redis/redis/commit/beb94c901e81,Fix INFO SENTINEL memory leak (#10268),Binbin
91cc2059f556,https://github.com/redis/redis/commit/91cc2059f556,Fix file descriptor leak in memtest_test_linux_anonymous_maps (#4241),footpatch
9f9c78578f87,https://github.com/redis/redis/commit/9f9c78578f87,fixed mem leak on rdb load error (#9860),OfirMos
b567d3694c64,https://github.com/redis/redis/commit/b567d3694c64,fix memory leak in example module hellocluster (#9813),RuiliF
2ce29e032b6d,https://github.com/redis/redis/commit/2ce29e032b6d,Sentinel tls memory leak (#9753),Wen Hui
734cde7e3885,https://github.com/redis/redis/commit/734cde7e3885,Fix memory leak when there's a read error of module aux data from rdb. (#9705),Rafi Einstein
9e3dca8bef87,https://github.com/redis/redis/commit/9e3dca8bef87,"Fix mem leak in loading AOF, introduced by #9528 (#9582)",Oran Agra
1376d83363cf,https://github.com/redis/redis/commit/1376d83363cf,Fix memory leak due to missing freeCallback in blockonbackground moduleapi test (#9499),sundb
1895e134a77e,https://github.com/redis/redis/commit/1895e134a77e,Fix missing separator in module info line (usedby and using lists) (#9241),Huang Zhw
d0f36eeda013,https://github.com/redis/redis/commit/d0f36eeda013,Add missing comma in memory/xgroup command help message. (#9210),Binbin
eae0983d2d5f,https://github.com/redis/redis/commit/eae0983d2d5f,Fix leak and double free issues in datatype2 module test (#9102),sundb
bb671d901655,https://github.com/redis/redis/commit/bb671d901655,Add missing zuiClearIterator in zrandmemberWithCountCommand. (#8979),Binbin
46d9f31e9435,https://github.com/redis/redis/commit/46d9f31e9435,sinterstore: add missing keyspace del event when any source set not exists. (#8949),patpatbear
611e11734c4e,https://github.com/redis/redis/commit/611e11734c4e,Add missing NOLOOP tracking flag in help (#8892),Wen Hui
5100ef9f8246,https://github.com/redis/redis/commit/5100ef9f8246,Fix memory leak in moduleDefragGlobals (#8853),sundb
6bf81eb7b102,https://github.com/redis/redis/commit/6bf81eb7b102,add missing flags in sentinel instance info (#8682),Wen Hui
a4f03bd7eb44,https://github.com/redis/redis/commit/a4f03bd7eb44,Fix some memory leaks in propagagte.c (#8636),guybe7
542455ce2afb,https://github.com/redis/redis/commit/542455ce2afb,Fix overflow of rdbWriteRaw return value (#8306),Bob Li
cfcd0fa6f71a,https://github.com/redis/redis/commit/cfcd0fa6f71a,fix memory leak in processInlineBuffer error handling code (#8295),Wen Hui
781d7b0d9b51,https://github.com/redis/redis/commit/781d7b0d9b51,Sentinel: add missing calls for sentinelflushconfig when config master at runtime (#8229),Wen Hui
8a23ca0b28f4,https://github.com/redis/redis/commit/8a23ca0b28f4,add missing raxStop calls in aof stream rewrite (#8162),Wen Hui
9812e88959a3,https://github.com/redis/redis/commit/9812e88959a3,Fix memory leaks in newly added ZDIFF (#8056),Oran Agra
8ea131fc8053,https://github.com/redis/redis/commit/8ea131fc8053,Fix leak in new blockedclient module API test (#7780),Oran Agra
3f67b0337833,https://github.com/redis/redis/commit/3f67b0337833,fix memory leak in ACLLoadFromFile error handling (#7623),Wen Hui
c69a9b2f61e0,https://github.com/redis/redis/commit/c69a9b2f61e0,fix leak in error handling of debug populate command (#7062),Wen Hui
2fbd0271f6fc,https://github.com/redis/redis/commit/2fbd0271f6fc,add missing caching command in client help (#7399),Wen Hui
6a814501448c,https://github.com/redis/redis/commit/6a814501448c,RESTORE ABSTTL skip expired keys - leak (#7511),Oran Agra
1bfa2d27a637,https://github.com/redis/redis/commit/1bfa2d27a637,fix memory leak in sentinel connection sharing,hwware
07e1417ef015,https://github.com/redis/redis/commit/07e1417ef015,Redis-Benchmark: avoid potentical memmory leaking,hwware
93bb42a0b568,https://github.com/redis/redis/commit/93bb42a0b568,add missing commands in cluster help,hwware
86691ccff51b,https://github.com/redis/redis/commit/86691ccff51b,fix potentical memory leak in redis-cli,hwware
7d4ebe114fbf,https://github.com/redis/redis/commit/7d4ebe114fbf,add missing subcommand description for debug oom,hwware
5c73a6e2067f,https://github.com/redis/redis/commit/5c73a6e2067f,Fix memory leak in test_ld_conv,Guy Benoish
7e1d5954e59a,https://github.com/redis/redis/commit/7e1d5954e59a,Memory leak when bind config is provided twice,Oran Agra
eb2196f5ce68,https://github.com/redis/redis/commit/eb2196f5ce68,Fix lua related memory leak.,WuYunlong
93edb3ff3a80,https://github.com/redis/redis/commit/93edb3ff3a80,TLS: Fix missing initialization in redis-cli.,Yossi Gottlieb
3f6d00d387b8,https://github.com/redis/redis/commit/3f6d00d387b8,fix potentical memory leaks,hwware
d6a13f444003,https://github.com/redis/redis/commit/d6a13f444003,Free allocated sds in pfdebugCommand() to avoid memory leak.,WuYunlong
2f8134a7ff9d,https://github.com/redis/redis/commit/2f8134a7ff9d,Fix potential memory leak of rioWriteBulkStreamID().,WuYunlong
02f21113ab6c,https://github.com/redis/redis/commit/02f21113ab6c,fix leak in module api rdb test,Oran Agra
aded138a591f,https://github.com/redis/redis/commit/aded138a591f,return value between 0 to 100 instead of 0 to 1.,meir@redislabs.com
dddfde85efb9,https://github.com/redis/redis/commit/dddfde85efb9,Modules hooks: fix memory leak in example module.,antirez
747be463d2f8,https://github.com/redis/redis/commit/747be463d2f8,Cluster: fix memory leak of cached master.,antirez
8b5848a4f50f,https://github.com/redis/redis/commit/8b5848a4f50f,Fix memory leak in moduleLoadFromQueue().,antirez
b394817754ad,https://github.com/redis/redis/commit/b394817754ad,Fix memory leak in RM_UnregisterCommandFilter().,antirez
1026d2caf89e,https://github.com/redis/redis/commit/1026d2caf89e,fix error handling on config parsing of repl-diskless-load,Oran Agra
d490752d58ec,https://github.com/redis/redis/commit/d490752d58ec,Fix memleak in bitfieldCommand,yongman
c24e32041b91,https://github.com/redis/redis/commit/c24e32041b91,ACL: Fix memory leak in ACLResetSubcommandsForCommand().,antirez
121adc604b4c,https://github.com/redis/redis/commit/121adc604b4c,Cluster Manager: fix memory leaks in clusterManagerGetDisconnectedLinks,Artix
b013d2c4dbea,https://github.com/redis/redis/commit/b013d2c4dbea,Cluster Manager: fix memory leak in clusterManagerWaitForClusterJoin,artix
07473feaebd9,https://github.com/redis/redis/commit/07473feaebd9,ACL: fix ACLSaveToFile() return value.,antirez
291e6bccf32e,https://github.com/redis/redis/commit/291e6bccf32e,ACL: remove leak in ACLLoadFromFile().,antirez
9db2c8498473,https://github.com/redis/redis/commit/9db2c8498473,ACL: free memory leak when freeing subcommands array.,antirez
9c2e64db9c09,https://github.com/redis/redis/commit/9c2e64db9c09,ACL: remove leak in ACLSetUser().,antirez
4b9b128c4951,https://github.com/redis/redis/commit/4b9b128c4951,ACL: remove leak when removing passwords/patterns.,antirez
0de83bcc62ce,https://github.com/redis/redis/commit/0de83bcc62ce,ACL: fix memory leak when key patterns no match,zhaozhao.zz
cc29590188a2,https://github.com/redis/redis/commit/cc29590188a2,Fixed memory leak in clusterManagerCompareKeysValues.,artix
11dd3f4b0345,https://github.com/redis/redis/commit/11dd3f4b0345,Fix writeCommandsDeniedByDiskError() inverted return value.,antirez
35ca6700600f,https://github.com/redis/redis/commit/35ca6700600f,Fix cluster-announce-ip memory leak,shenlongxing
eb0e5fe4e3b3,https://github.com/redis/redis/commit/eb0e5fe4e3b3,Streams: fix xdel memory leak,zhaozhao.zz
46e241ac8e59,https://github.com/redis/redis/commit/46e241ac8e59,Fix redis-cli memory leak when sending set preference command.,dejun.xdj
71c7477fd407,https://github.com/redis/redis/commit/71c7477fd407,fix memory leak for streamPropagateXCLAIM,charsyam
b660fc2fbe54,https://github.com/redis/redis/commit/b660fc2fbe54,Fix zlexrangespec mem-leak in genericZrangebylexCommand,Guy Benoish
51a03f635697,https://github.com/redis/redis/commit/51a03f635697,fix dlopen leak,charsyam
0517ab8397d6,https://github.com/redis/redis/commit/0517ab8397d6,lazyfree: fix memory leak for lazyfree-lazy-server-del,zhaozhao.zz
664bbfe7604a,https://github.com/redis/redis/commit/664bbfe7604a,quicklist: fix the return value of quicklistCount,zhaozhao.zz
a4e6aae6b82a,https://github.com/redis/redis/commit/a4e6aae6b82a,Streams: fix memory leak in streamTrimByLength().,antirez
8f00cf85a7ee,https://github.com/redis/redis/commit/8f00cf85a7ee,Streams: fixed memory leaks when blocking again for same stream.,antirez
94af55c5ea55,https://github.com/redis/redis/commit/94af55c5ea55,Streams: fix memory leak in freeStream().,antirez
7229fa8d6d8a,https://github.com/redis/redis/commit/7229fa8d6d8a,Modules: fix memory leak in RM_IsModuleNameBusy().,antirez
6eb996540c66,https://github.com/redis/redis/commit/6eb996540c66,Fix file descriptor leak and error handling,rouzier
269760edbbf6,https://github.com/redis/redis/commit/269760edbbf6,Lazyfree: avoid memory leak when free slowlog entry,zhaozhao.zz
a8c08b9b7668,https://github.com/redis/redis/commit/a8c08b9b7668,Add missing fclose(),jybaek
c9097393bf63,https://github.com/redis/redis/commit/c9097393bf63,Issue #4027: unify comment and modify return value in freeMemoryIfNeeded().,antirez
