repo_name,target_API,post_operation,ref_commit,count,commit_urls,critical_variable_role
Kernel,regulator_enable,regulator_disable,"1d0d3d818eaf
7f70be6e4025
bbcf40816b54
dcb014582101",4,"https://github.com/torvalds/linux/commit/1d0d3d818eaf
https://github.com/torvalds/linux/commit/7f70be6e4025
https://github.com/torvalds/linux/commit/bbcf40816b54
https://github.com/torvalds/linux/commit/dcb014582101",arg0
Kernel,vmalloc,vfree,"86aa04f4c221
b8969d1a506c
725a28290a53",3,"https://github.com/torvalds/linux/commit/86aa04f4c221
https://github.com/torvalds/linux/commit/b8969d1a506c
https://github.com/torvalds/linux/commit/725a28290a53",retval
Kernel,kcalloc,kfree,"e027a2dea5fd
2c231c0c1dec",2,"https://github.com/torvalds/linux/commit/e027a2dea5fd
https://github.com/torvalds/linux/commit/2c231c0c1dec",retval
Kernel,pci_enable_device,pci_disable_device,"eb69c5bf8273
7f436b534d5a
b11d207fb229",3,"https://github.com/torvalds/linux/commit/eb69c5bf8273
https://github.com/torvalds/linux/commit/7f436b534d5a
https://github.com/torvalds/linux/commit/b11d207fb229",arg0
Kernel,usb_get_gadget_udc_name,kfree,87bed3d7d26c,1,https://github.com/torvalds/linux/commit/87bed3d7d26c,retval
Kernel,kobject_get_path,kfree,bf7f547ecdd7,1,https://github.com/torvalds/linux/commit/bf7f547ecdd7,retval
Kernel,kstrdup,kfree,"44ef3a032528
eb29835fb3ae
67100f255dba
c24e9b3fa3fd",4,"https://github.com/torvalds/linux/commit/44ef3a032528
https://github.com/torvalds/linux/commit/eb29835fb3ae
https://github.com/torvalds/linux/commit/67100f255dba
https://github.com/torvalds/linux/commit/c24e9b3fa3fd",retval
Kernel,kmalloc,kfree,"b5c103f20f0f
ec2058ac8f50
fa865ba183d6
1b3859bc9e20
e7bf90e5afe3
f311ade3a7ad
7992e00469c4
fba704b494fd
ce4d8b16e64d
dfac77baa283
2f6451ed8b52
155e4e12b9f4
59e89f3a091d
0fbf8ed976af
2393c944d5d6
3f61cd879c2f
c7cd7c748a32
cb5173594d50
20fb4eb96fb0
d82d418a3af4
07fb75a50600",21,"https://github.com/torvalds/linux/commit/b5c103f20f0f
https://github.com/torvalds/linux/commit/ec2058ac8f50
https://github.com/torvalds/linux/commit/fa865ba183d6
https://github.com/torvalds/linux/commit/1b3859bc9e20
https://github.com/torvalds/linux/commit/e7bf90e5afe3
https://github.com/torvalds/linux/commit/f311ade3a7ad
https://github.com/torvalds/linux/commit/7992e00469c4
https://github.com/torvalds/linux/commit/fba704b494fd
https://github.com/torvalds/linux/commit/ce4d8b16e64d
https://github.com/torvalds/linux/commit/dfac77baa283
https://github.com/torvalds/linux/commit/2f6451ed8b52
https://github.com/torvalds/linux/commit/155e4e12b9f4
https://github.com/torvalds/linux/commit/59e89f3a091d
https://github.com/torvalds/linux/commit/0fbf8ed976af
https://github.com/torvalds/linux/commit/2393c944d5d6
https://github.com/torvalds/linux/commit/3f61cd879c2f
https://github.com/torvalds/linux/commit/c7cd7c748a32
https://github.com/torvalds/linux/commit/cb5173594d50
https://github.com/torvalds/linux/commit/20fb4eb96fb0
https://github.com/torvalds/linux/commit/d82d418a3af4
https://github.com/torvalds/linux/commit/07fb75a50600",retval
Kernel,zfcp_get_port_by_wwpn,put_device,d27e5e07f9c4,1,https://github.com/torvalds/linux/commit/d27e5e07f9c4,retval
Kernel,bus_find_device_by_name,put_device,"17ae1c650c1e
722f191080de
dd5a8f20c287",3,"https://github.com/torvalds/linux/commit/17ae1c650c1e
https://github.com/torvalds/linux/commit/722f191080de
https://github.com/torvalds/linux/commit/dd5a8f20c287",retval
Kernel,of_phy_find_device,put_device,"cb1f3410ff12
fd05d7b18cec
0da60541f8a7",3,"https://github.com/torvalds/linux/commit/cb1f3410ff12
https://github.com/torvalds/linux/commit/fd05d7b18cec
https://github.com/torvalds/linux/commit/0da60541f8a7",retval
Kernel,atm_dev_lookup,atm_dev_put,"b9556f9a1abd
51875dad43b4",2,"https://github.com/torvalds/linux/commit/b9556f9a1abd
https://github.com/torvalds/linux/commit/51875dad43b4",retval
Kernel,blk_throtl_init,blk_throtl_exit,"27029b4b18aa
6f5ddde41069",2,"https://github.com/torvalds/linux/commit/27029b4b18aa
https://github.com/torvalds/linux/commit/6f5ddde41069",arg0
Kernel,spi_bitbang_start,spi_bitbang_stop,"8197f489f4c4
4e21791e741c",2,"https://github.com/torvalds/linux/commit/8197f489f4c4
https://github.com/torvalds/linux/commit/4e21791e741c",arg0
Kernel,mtk_hsdma_hw_init,mtk_hsdma_hw_deinit,33cbd54dc515,1,https://github.com/torvalds/linux/commit/33cbd54dc515,arg0
Kernel,snd_dmaengine_pcm_register,snd_dmaengine_pcm_unregister,7506baeed8d0,1,https://github.com/torvalds/linux/commit/7506baeed8d0,arg0
Kernel,ipoib_ib_dev_open,ipoib_ib_dev_stop,267ee88ed34c,1,https://github.com/torvalds/linux/commit/267ee88ed34c,arg0
Kernel,mlxsw_sp_fid_8021d_lookup,mlxsw_sp_fid_put,f58a83c207b7,1,https://github.com/torvalds/linux/commit/f58a83c207b7,retval
Kernel,snd_soc_register_codec,snd_soc_unregister_codec,62f5ad6733b8,1,https://github.com/torvalds/linux/commit/62f5ad6733b8,arg0
Kernel,uniphier_sd_clk_enable,uniphier_sd_clk_disable,b03aec1c1f33,1,https://github.com/torvalds/linux/commit/b03aec1c1f33,arg0
Kernel,bus_find_device,put_device,"3ae30f4ce65e
fe0f3168169f",2,"https://github.com/torvalds/linux/commit/3ae30f4ce65e
https://github.com/torvalds/linux/commit/fe0f3168169f",retval
Kernel,of_clk_add_provider,of_clk_del_provider,850280156f64,1,https://github.com/torvalds/linux/commit/850280156f64,arg0
Kernel,tps65910_irq_init,tps65910_irq_exit,742766aac563,1,https://github.com/torvalds/linux/commit/742766aac563,arg0
Kernel,hid_allocate_device,hid_destroy_device,6e0856d31744,1,https://github.com/torvalds/linux/commit/6e0856d31744,retval
Kernel,dspi_request_dma,dspi_release_dma,680ec0549a05,1,https://github.com/torvalds/linux/commit/680ec0549a05,arg0
Kernel,hid_hw_start,hid_hw_stop,b30d89d1055f,1,https://github.com/torvalds/linux/commit/b30d89d1055f,arg0
Kernel,apei_resources_init,apei_resources_fini,3a03d126ece4,1,https://github.com/torvalds/linux/commit/3a03d126ece4,arg0
Kernel,nfp_nsp_has_hwinfo_lookup,nfp_nsp_close,bd4af432cc71,1,https://github.com/torvalds/linux/commit/bd4af432cc71,retval
Kernel,tipc_node_find,tipc_node_put,de058420767d,1,https://github.com/torvalds/linux/commit/de058420767d,retval
Kernel,host1x_debug_init,host1x_debug_deinit,109be8b23fb2,1,https://github.com/torvalds/linux/commit/109be8b23fb2,arg0
Kernel,bdc_phy_init,bdc_phy_exit,d2f42e09393c,1,https://github.com/torvalds/linux/commit/d2f42e09393c,arg0
Kernel,auth_domain_find,auth_domain_put,53e6d8d182e9,1,https://github.com/torvalds/linux/commit/53e6d8d182e9,retval
Kernel,auth_domain_find,auth_domain_put,53e6d8d182e9,1,https://github.com/torvalds/linux/commit/53e6d8d182e9,retval
Kernel,input_register_device,input_unregister_device,746b31a9d4e0,1,https://github.com/torvalds/linux/commit/746b31a9d4e0,arg0
Kernel,irq_request_resources,irq_release_resources,fa07ab72cbb0,1,https://github.com/torvalds/linux/commit/fa07ab72cbb0,arg0
Kernel,ocelot_init,ocelot_deinit,f87675b836b3,1,https://github.com/torvalds/linux/commit/f87675b836b3,arg0
Kernel,mddev_find,mddev_put,9bbbca3a0ee0,1,https://github.com/torvalds/linux/commit/9bbbca3a0ee0,retval
Kernel,kasprintf,kfree,"60e2dde1e91a
2aacace6dbbb
21e863b23355
2899872b627e",4,"https://github.com/torvalds/linux/commit/60e2dde1e91a
https://github.com/torvalds/linux/commit/2aacace6dbbb
https://github.com/torvalds/linux/commit/21e863b23355
https://github.com/torvalds/linux/commit/2899872b627e",retval
Kernel,va_start,va_end,69be4efeb959,1,https://github.com/torvalds/linux/commit/69be4efeb959,arg0
Kernel,of_find_all_nodes,of_node_put,af449c330eb3,1,https://github.com/torvalds/linux/commit/af449c330eb3,retval
Kernel,sugov_kthread_create,sugov_policy_free,1b5d43cfb697,1,https://github.com/torvalds/linux/commit/1b5d43cfb697,arg0
Kernel,d_find_alias,dput,"b334b64862ef
77516dc92a14
52eb5a900a98
0f9831a89310",4,"https://github.com/torvalds/linux/commit/b334b64862ef
https://github.com/torvalds/linux/commit/77516dc92a14
https://github.com/torvalds/linux/commit/52eb5a900a98
https://github.com/torvalds/linux/commit/0f9831a89310",retval
QEMU,g_strdup_printf,g_free,"a7afc6b8c13c
3f5f5d04cdc8
8829e16f5ef7
6273d1136af9
638be47830ec
c0c24b95542b
15cea92d9e8a
6afff1ffa369
890241ab6942
e313d5cec564
2607b660e9b9
84b5d556dc29
f3f8e8115095
1e2713384c58
69179fe2fc0b
1b38ccc9a1fa
00a014ac01fe
aee63b07fd1c
82e258db15dc
7a35383afd66",20,"https://github.com/qemu/qemu/commit/a7afc6b8c13c
https://github.com/qemu/qemu/commit/3f5f5d04cdc8
https://github.com/qemu/qemu/commit/8829e16f5ef7
https://github.com/qemu/qemu/commit/6273d1136af9
https://github.com/qemu/qemu/commit/638be47830ec
https://github.com/qemu/qemu/commit/c0c24b95542b
https://github.com/qemu/qemu/commit/15cea92d9e8a
https://github.com/qemu/qemu/commit/6afff1ffa369
https://github.com/qemu/qemu/commit/890241ab6942
https://github.com/qemu/qemu/commit/e313d5cec564
https://github.com/qemu/qemu/commit/2607b660e9b9
https://github.com/qemu/qemu/commit/84b5d556dc29
https://github.com/qemu/qemu/commit/f3f8e8115095
https://github.com/qemu/qemu/commit/1e2713384c58
https://github.com/qemu/qemu/commit/69179fe2fc0b
https://github.com/qemu/qemu/commit/1b38ccc9a1fa
https://github.com/qemu/qemu/commit/00a014ac01fe
https://github.com/qemu/qemu/commit/aee63b07fd1c
https://github.com/qemu/qemu/commit/82e258db15dc
https://github.com/qemu/qemu/commit/7a35383afd66",retval
QEMU,g_malloc0,g_free,"bb8136df698b
ed2f3bc1fad3
903c341d5742
5b4c95d0a377
b58c86e1e4cd
b6aa6cedf481
ce72f11274f6
c7ee8f683d93
f767b1ac5766
13289fb5a716
ab0997e0afdc",11,"https://github.com/qemu/qemu/commit/bb8136df698b
https://github.com/qemu/qemu/commit/ed2f3bc1fad3
https://github.com/qemu/qemu/commit/903c341d5742
https://github.com/qemu/qemu/commit/5b4c95d0a377
https://github.com/qemu/qemu/commit/b58c86e1e4cd
https://github.com/qemu/qemu/commit/b6aa6cedf481
https://github.com/qemu/qemu/commit/ce72f11274f6
https://github.com/qemu/qemu/commit/c7ee8f683d93
https://github.com/qemu/qemu/commit/f767b1ac5766
https://github.com/qemu/qemu/commit/13289fb5a716
https://github.com/qemu/qemu/commit/ab0997e0afdc",retval
QEMU,g_malloc,g_free,"574b8304cfcc
baf905e580ab
9e6337d08186
2828a307232f
80cba1b71eb9
4ffcdef4277a
158b9aa568ea
91a9ecefb6d7
095ed5be7b61
7b43db3cd08f
16a2227893dc",11,"https://github.com/qemu/qemu/commit/574b8304cfcc
https://github.com/qemu/qemu/commit/baf905e580ab
https://github.com/qemu/qemu/commit/9e6337d08186
https://github.com/qemu/qemu/commit/2828a307232f
https://github.com/qemu/qemu/commit/80cba1b71eb9
https://github.com/qemu/qemu/commit/4ffcdef4277a
https://github.com/qemu/qemu/commit/158b9aa568ea
https://github.com/qemu/qemu/commit/91a9ecefb6d7
https://github.com/qemu/qemu/commit/095ed5be7b61
https://github.com/qemu/qemu/commit/7b43db3cd08f
https://github.com/qemu/qemu/commit/16a2227893dc",retval
QEMU,g_new0,g_free,"2bf9febc95e5
fc6008f37a6f
0e01b76e7cc4
ef0efa1a0456
28bb0a59f84c
a209f4615c68
323e7c117754
0072d2a9fce4",8,"https://github.com/qemu/qemu/commit/2bf9febc95e5
https://github.com/qemu/qemu/commit/fc6008f37a6f
https://github.com/qemu/qemu/commit/0e01b76e7cc4
https://github.com/qemu/qemu/commit/ef0efa1a0456
https://github.com/qemu/qemu/commit/28bb0a59f84c
https://github.com/qemu/qemu/commit/a209f4615c68
https://github.com/qemu/qemu/commit/323e7c117754
https://github.com/qemu/qemu/commit/0072d2a9fce4",retval
QEMU,open,close,"5c3ece79cd0b
d9c745c17687
e3fce97cf500
8ce1ee4618f4
fed414df9dc9
680dfde91981
8d98734651a8",7,"https://github.com/qemu/qemu/commit/5c3ece79cd0b
https://github.com/qemu/qemu/commit/d9c745c17687
https://github.com/qemu/qemu/commit/e3fce97cf500
https://github.com/qemu/qemu/commit/8ce1ee4618f4
https://github.com/qemu/qemu/commit/fed414df9dc9
https://github.com/qemu/qemu/commit/680dfde91981
https://github.com/qemu/qemu/commit/8d98734651a8",retval
QEMU,object_get_canonical_path_component,g_free,"2920bd644e8c
cdcab9d94101
ea3d77c889cf
586d2142a9f1
5348c62cab30",5,"https://github.com/qemu/qemu/commit/2920bd644e8c
https://github.com/qemu/qemu/commit/cdcab9d94101
https://github.com/qemu/qemu/commit/ea3d77c889cf
https://github.com/qemu/qemu/commit/586d2142a9f1
https://github.com/qemu/qemu/commit/5348c62cab30",retval
QEMU,tcg_temp_new_i64,tcg_temp_free_i64,"a825aefbc2ad
bbf9f3b4d432
a4f67e180def
225b6af7cd50",4,"https://github.com/qemu/qemu/commit/a825aefbc2ad
https://github.com/qemu/qemu/commit/bbf9f3b4d432
https://github.com/qemu/qemu/commit/a4f67e180def
https://github.com/qemu/qemu/commit/225b6af7cd50",retval
QEMU,qcrypto_cipher_new,qcrypto_cipher_free,"60928458e5ee
b640adca9f6a",2,"https://github.com/qemu/qemu/commit/60928458e5ee
https://github.com/qemu/qemu/commit/b640adca9f6a",retval
QEMU,usb_mtp_data_alloc,usb_mtp_data_free,2dc7fdf33d28,1,https://github.com/qemu/qemu/commit/2dc7fdf33d28,retval
QEMU,calloc,free,"b1b1dad31f3a
501bb4b0cb1d
1afec9138f84
7078dead94a2",4,"https://github.com/qemu/qemu/commit/b1b1dad31f3a
https://github.com/qemu/qemu/commit/501bb4b0cb1d
https://github.com/qemu/qemu/commit/1afec9138f84
https://github.com/qemu/qemu/commit/7078dead94a2",retval
QEMU,socket,close,"eb3f45c5af26
bb16172c52ac
a7e47d4bfcbf
10a2158f5279
660edd4eda90
88ea8ed74cb6
dbb864ba4f7b
9cd7dde0730e
6fa249027f97",9,"https://github.com/qemu/qemu/commit/eb3f45c5af26
https://github.com/qemu/qemu/commit/bb16172c52ac
https://github.com/qemu/qemu/commit/a7e47d4bfcbf
https://github.com/qemu/qemu/commit/10a2158f5279
https://github.com/qemu/qemu/commit/660edd4eda90
https://github.com/qemu/qemu/commit/88ea8ed74cb6
https://github.com/qemu/qemu/commit/dbb864ba4f7b
https://github.com/qemu/qemu/commit/9cd7dde0730e
https://github.com/qemu/qemu/commit/6fa249027f97",retval
QEMU,qemu_find_file,g_free,"9cf1f002d776
2343dd11a673
c2c17a245127
8684e85ca911
f19377bf234a
c18f855697ab
22b2aeb82c81
d71cdbfd540d",8,"https://github.com/qemu/qemu/commit/9cf1f002d776
https://github.com/qemu/qemu/commit/2343dd11a673
https://github.com/qemu/qemu/commit/c2c17a245127
https://github.com/qemu/qemu/commit/8684e85ca911
https://github.com/qemu/qemu/commit/f19377bf234a
https://github.com/qemu/qemu/commit/c18f855697ab
https://github.com/qemu/qemu/commit/22b2aeb82c81
https://github.com/qemu/qemu/commit/d71cdbfd540d",retval
QEMU,g_new,g_free,"87c258cd1e1c
0fd76bc51b55",2,"https://github.com/qemu/qemu/commit/87c258cd1e1c
https://github.com/qemu/qemu/commit/0fd76bc51b55",retval
QEMU,tcg_temp_local_new,tcg_temp_free,9acc95cdd309,1,https://github.com/qemu/qemu/commit/9acc95cdd309,retval
QEMU,opts_visitor_new,opts_visitor_cleanup,044d65525f6a,1,https://github.com/qemu/qemu/commit/044d65525f6a,retval
QEMU,tcg_temp_new,tcg_temp_free,"5c8f44b7dbde
6eb223104c4e
96342d53a881
f4349ba966ab
e691e0ed135a",5,"https://github.com/qemu/qemu/commit/5c8f44b7dbde
https://github.com/qemu/qemu/commit/6eb223104c4e
https://github.com/qemu/qemu/commit/96342d53a881
https://github.com/qemu/qemu/commit/f4349ba966ab
https://github.com/qemu/qemu/commit/e691e0ed135a",retval
QEMU,qemu_aio_get,qemu_aio_release,449c184ed23c,1,https://github.com/qemu/qemu/commit/449c184ed23c,retval
QEMU,qemu_opts_create,qemu_opts_del,"8df3abfceef5
315859312628
7b17ce60cc58
c317b646d752
810f4f86b7eb",5,"https://github.com/qemu/qemu/commit/8df3abfceef5
https://github.com/qemu/qemu/commit/315859312628
https://github.com/qemu/qemu/commit/7b17ce60cc58
https://github.com/qemu/qemu/commit/c317b646d752
https://github.com/qemu/qemu/commit/810f4f86b7eb",retval
QEMU,g_string_new,g_string_free,b6d003dbee81,1,https://github.com/qemu/qemu/commit/b6d003dbee81,retval
QEMU,build_alloc_array,build_free_array,16771613a898,1,https://github.com/qemu/qemu/commit/16771613a898,retval
QEMU,vscsi_get_req,vscsi_put_req,a4d8e8daee32,1,https://github.com/qemu/qemu/commit/a4d8e8daee32,retval
QEMU,g_renew,g_free,eceba3477e7f,1,https://github.com/qemu/qemu/commit/eceba3477e7f,retval
QEMU,qemu_mallocz,qemu_free,3aee288bc8e1,1,https://github.com/qemu/qemu/commit/3aee288bc8e1,retval
QEMU,object_new,object_unref,"bce410a33b9e
dbb74759fae6
27607c1cdc0d
265804b5d755
28ec2598ff7d",5,"https://github.com/qemu/qemu/commit/bce410a33b9e
https://github.com/qemu/qemu/commit/dbb74759fae6
https://github.com/qemu/qemu/commit/27607c1cdc0d
https://github.com/qemu/qemu/commit/265804b5d755
https://github.com/qemu/qemu/commit/28ec2598ff7d",retval
QEMU,object_property_get_str,g_free,"72a841d2a403
8a9e0e7b890b
2d3e302ec224",3,"https://github.com/qemu/qemu/commit/72a841d2a403
https://github.com/qemu/qemu/commit/8a9e0e7b890b
https://github.com/qemu/qemu/commit/2d3e302ec224",retval
QEMU,qemu_fopen_channel_output,qemu_fclose,96994fd1e4e0,1,https://github.com/qemu/qemu/commit/96994fd1e4e0,retval
QEMU,qemu_allocate_irqs,g_free,"f5f72e8f31f2
ac64c5fdf8c1",2,"https://github.com/qemu/qemu/commit/f5f72e8f31f2
https://github.com/qemu/qemu/commit/ac64c5fdf8c1",retval
QEMU,qdev_get_dev_path,g_free,"9ef617246b62
128e4e108949",2,"https://github.com/qemu/qemu/commit/9ef617246b62
https://github.com/qemu/qemu/commit/128e4e108949",retval
QEMU,fopen,fclose,"c8e68b43e11b
90527d2a8bb0",2,"https://github.com/qemu/qemu/commit/c8e68b43e11b
https://github.com/qemu/qemu/commit/90527d2a8bb0",retval
QEMU,qio_channel_socket_get_local_address,qapi_free_SocketAddress,"7791acaf3d18
5e78bc6a47dd",2,"https://github.com/qemu/qemu/commit/7791acaf3d18
https://github.com/qemu/qemu/commit/5e78bc6a47dd",retval
QEMU,g_strdup_vprintf,g_free,"e42de189e8ea
ad824bdc63d9
fc34059f0806",3,"https://github.com/qemu/qemu/commit/e42de189e8ea
https://github.com/qemu/qemu/commit/ad824bdc63d9
https://github.com/qemu/qemu/commit/fc34059f0806",retval
QEMU,qemu_find_file,qemu_free,"386bbf45720b
e98ccb3fbba9
9f953ca0b8ae",3,"https://github.com/qemu/qemu/commit/386bbf45720b
https://github.com/qemu/qemu/commit/e98ccb3fbba9
https://github.com/qemu/qemu/commit/9f953ca0b8ae",retval
QEMU,qobject_input_visitor_new,visit_free,"be39110d4cbf
1e25879e6f83",2,"https://github.com/qemu/qemu/commit/be39110d4cbf
https://github.com/qemu/qemu/commit/1e25879e6f83",retval
QEMU,qemu_open,close,"1bbd1592c89a
d4f4a3efdf0a",2,"https://github.com/qemu/qemu/commit/1bbd1592c89a
https://github.com/qemu/qemu/commit/d4f4a3efdf0a",retval
QEMU,qemu_input_event_new_key,qapi_free_InputEvent,fca4774a9684,1,https://github.com/qemu/qemu/commit/fca4774a9684,retval
QEMU,qobject_output_visitor_new,visit_free,a1d4e38a8b01,1,https://github.com/qemu/qemu/commit/a1d4e38a8b01,retval
QEMU,opendir,closedir,b1b9ab1c04d5,1,https://github.com/qemu/qemu/commit/b1b9ab1c04d5,retval
QEMU,object_class_get_list,g_slist_free,02f292d9051f,1,https://github.com/qemu/qemu/commit/02f292d9051f,retval
QEMU,g_strsplit,g_strfreev,"adb464ff671d
f156f2385ff7",2,"https://github.com/qemu/qemu/commit/adb464ff671d
https://github.com/qemu/qemu/commit/f156f2385ff7",retval
QEMU,bdrv_new,bdrv_open,"a16c174c51e7
06b611c48edb",2,"https://github.com/qemu/qemu/commit/a16c174c51e7
https://github.com/qemu/qemu/commit/06b611c48edb",retval
QEMU,g_strdup,g_free,"bff39b6360ee
c3157b74c47f
3c08f4a4335c",3,"https://github.com/qemu/qemu/commit/bff39b6360ee
https://github.com/qemu/qemu/commit/c3157b74c47f
https://github.com/qemu/qemu/commit/3c08f4a4335c",retval
QEMU,json_message_parser_init,json_message_parser_destroy,47116d1c90cd,1,https://github.com/qemu/qemu/commit/47116d1c90cd,arg0
QEMU,qemu_opts_append,qemu_opts_free,3ecd5a4f19fd,1,https://github.com/qemu/qemu/commit/3ecd5a4f19fd,retval
QEMU,ahci_command_create,ahci_command_free,248de4a89915,1,https://github.com/qemu/qemu/commit/248de4a89915,retval
QEMU,qpci_device_find,g_free,"ea53854a54bc
1bab33ab4ab4
fb6faea888c1",3,"https://github.com/qemu/qemu/commit/ea53854a54bc
https://github.com/qemu/qemu/commit/1bab33ab4ab4
https://github.com/qemu/qemu/commit/fb6faea888c1",retval
QEMU,g_memdup,g_free,18557e646b9d,1,https://github.com/qemu/qemu/commit/18557e646b9d,retval
QEMU,g_source_attach,g_source_unref,b65cb867cc13,1,https://github.com/qemu/qemu/commit/b65cb867cc13,arg0
QEMU,qtest_qmp,qobject_unref,"3e829c046896
73624e04a538
f8e3df09d2a1",3,"https://github.com/qemu/qemu/commit/3e829c046896
https://github.com/qemu/qemu/commit/73624e04a538
https://github.com/qemu/qemu/commit/f8e3df09d2a1",retval
Redis,createSentinelAddr,releaseSentinelAddr,eff212ea959e,1,https://github.com/redis/redis/commit/eff212ea959e,retval
Redis,open,close,a8c08b9b7668,1,https://github.com/redis/redis/commit/a8c08b9b7668,retval
Redis,rdbLoadObject,decrRefCount,6a814501448c,1,https://github.com/redis/redis/commit/6a814501448c,retval
Redis,fopen,fclose,"a06d59b583e3
4aec2ec8c422",2,"https://github.com/redis/redis/commit/a06d59b583e3
https://github.com/redis/redis/commit/4aec2ec8c422",
Redis,createStringObject,decrRefCount,4c8f23700b29,1,https://github.com/redis/redis/commit/4c8f23700b29,
Git,xmalloc,free,"f0b1f1ece71a
019d1e65f5bc
0caea90be0e5
df005219dd4a
20fbfd869fe8
adee7bdf5041",6,"https://github.com/git/git/commit/f0b1f1ece71a
https://github.com/git/git/commit/019d1e65f5bc
https://github.com/git/git/commit/0caea90be0e5
https://github.com/git/git/commit/df005219dd4a
https://github.com/git/git/commit/20fbfd869fe8
https://github.com/git/git/commit/adee7bdf5041",retval
Git,xcalloc,free,"730b02003070
5d0b9bf86d98
62af89697940
399f0a8eedee
9c1a6c2bf837
59efba64ac14",6,"https://github.com/git/git/commit/730b02003070
https://github.com/git/git/commit/5d0b9bf86d98
https://github.com/git/git/commit/62af89697940
https://github.com/git/git/commit/399f0a8eedee
https://github.com/git/git/commit/9c1a6c2bf837
https://github.com/git/git/commit/59efba64ac14",retval
Git,read_sha1_file,free,"bbf4b41baff1
5b8a94b1db4b
1efb1e9a21d1
64045940af05
05c2b7ba49e3
d687839c2962
1cf58e72225f
0b1f113075aa",8,"https://github.com/git/git/commit/bbf4b41baff1
https://github.com/git/git/commit/5b8a94b1db4b
https://github.com/git/git/commit/1efb1e9a21d1
https://github.com/git/git/commit/64045940af05
https://github.com/git/git/commit/05c2b7ba49e3
https://github.com/git/git/commit/d687839c2962
https://github.com/git/git/commit/1cf58e72225f
https://github.com/git/git/commit/0b1f113075aa",retval
Git,opendir,closedir,"a9930e359c45
8be707de55e4
5b35bcd53a1c",3,"https://github.com/git/git/commit/a9930e359c45
https://github.com/git/git/commit/8be707de55e4
https://github.com/git/git/commit/5b35bcd53a1c",retval
Git,xstrdup,free,"8c29b497946f
1a845a2c88e5
27ff1fbc5dd5",3,"https://github.com/git/git/commit/8c29b497946f
https://github.com/git/git/commit/1a845a2c88e5
https://github.com/git/git/commit/27ff1fbc5dd5",retval
Git,get_default_remote,free,"e6be8e2f9f87
41a86b64c093",2,"https://github.com/git/git/commit/e6be8e2f9f87
https://github.com/git/git/commit/41a86b64c093",retval
Git,alloc_commit_graph,free,98552f252ad4,1,https://github.com/git/git/commit/98552f252ad4,retval
Git,open_pack_file,free,c85228ed8f31,1,https://github.com/git/git/commit/c85228ed8f31,retval
Git,setup_unpack_trees_porcelain,clear_unpack_trees_porcelain,"9a863b3358b8
6e658547d355",2,"https://github.com/git/git/commit/9a863b3358b8
https://github.com/git/git/commit/6e658547d355",arg0
Git,strbuf_split_max,strbuf_list_free,"f3af71c947cd
6eb6078bf5fd",2,"https://github.com/git/git/commit/f3af71c947cd
https://github.com/git/git/commit/6eb6078bf5fd",retval
Git,strbuf_addf,strbuf_release,edfc744918fb,1,https://github.com/git/git/commit/edfc744918fb,arg0
Git,strvec_push,strvec_clear,9e39acc94ad4,1,https://github.com/git/git/commit/9e39acc94ad4,arg0
Git,parse_fetch_refspec,free,"d8ead1596389
50b677328750",2,"https://github.com/git/git/commit/d8ead1596389
https://github.com/git/git/commit/50b677328750",retval
Git,split_cmdline,free,5d2993b6eabb,1,https://github.com/git/git/commit/5d2993b6eabb,arg0
Git,xstrfmt,free,"5308224633cf
652891de4ff1",2,"https://github.com/git/git/commit/5308224633cf
https://github.com/git/git/commit/652891de4ff1",retval
